STATE,YEAR,HSS,CPE,IIM,HD,CM,EOH,fc_iim,fc_hss,fc_eoh,fc_cm,fc_cpe,fc_hd,HSSw,CPEw,IIMw,HDw,CMw,EOHw,overall,HSSOLD,CPEOLD,IIMOLD,HDOLD,CMOLD,EOHOLD,Nat_overall,Nat_overalllb,Nat_overallub,overall_class,Nat_HSS,Nat_HSSlb,Nat_HSSub,HSS_class,Nat_CPE,Nat_CPElb,Nat_CPEub,CPE_class,Nat_IIM,Nat_IIMlb,Nat_IIMub,IIM_class,Nat_HD,Nat_HDlb,Nat_HDub,HD_class,Nat_CM,Nat_CMlb,Nat_CMub,CM_class,Nat_EOH,Nat_EOHlb,Nat_EOHub,EOH_class
FL,2017,8.899999619,5,8.5,4.599999905,5.199999809,7.5,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.599999905,0.8604624867,0.4674815536,0.6706379652,0.4613188207,0.4375838637,0.7256462574,6.699999809,6.550000191,6.849999905,2,8.300000191,8.100000381,8.590000153,1,5.400000095,5.119999886,5.71999979,3,8.699999809,8.510000229,8.960000038,3,4.900000095,4.690000057,5.139999866,3,5.900000095,5.630000114,6.260000229,3,6.599999905,6.360000134,6.920000076,1
GA,2017,8.300000191,5.099999905,8.5,5.099999905,5.400000095,7.199999809,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.599999905,0.7855780125,0.4826904535,0.6621338725,0.5065516233,0.4568044841,0.6906596422,6.699999809,6.550000191,6.849999905,2,8.300000191,8.100000381,8.590000153,2,5.400000095,5.119999886,5.71999979,3,8.699999809,8.510000229,8.960000038,3,4.900000095,4.690000057,5.139999866,2,5.900000095,5.630000114,6.260000229,3,6.599999905,6.360000134,6.920000076,1
HI,2017,7.900000095,5.300000191,8.199999809,5.199999809,6,6.5,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.5,0.7263989449,0.5041615367,0.5996681452,0.521415472,0.5299367309,0.6156024337,6.699999809,6.550000191,6.849999905,3,8.300000191,8.100000381,8.590000153,3,5.400000095,5.119999886,5.71999979,2,8.699999809,8.510000229,8.960000038,3,4.900000095,4.690000057,5.139999866,1,5.900000095,5.630000114,6.260000229,2,6.599999905,6.360000134,6.920000076,2
IA,2017,8.5,4.5,9.5,4.800000191,7.5,7.300000191,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,7,0.8115842342,0.4114988446,0.8959830999,0.4772431552,0.7017413378,0.7061930895,6.699999809,6.550000191,6.849999905,1,8.300000191,8.100000381,8.590000153,2,5.400000095,5.119999886,5.71999979,3,8.699999809,8.510000229,8.960000038,1,4.900000095,4.690000057,5.139999866,2,5.900000095,5.630000114,6.260000229,1,6.599999905,6.360000134,6.920000076,1
ID,2017,8.100000381,5.599999905,9.699999809,4.900000095,5,6.400000095,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.699999809,0.7481958866,0.52904284,0.9257668257,0.492452383,0.4150651693,0.6054263711,6.699999809,6.550000191,6.849999905,2,8.300000191,8.100000381,8.590000153,2,5.400000095,5.119999886,5.71999979,2,8.699999809,8.510000229,8.960000038,1,4.900000095,4.690000057,5.139999866,2,5.900000095,5.630000114,6.260000229,3,6.599999905,6.360000134,6.920000076,2
IL,2017,8.600000381,4.800000191,9,4.699999809,5.699999809,7.199999809,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.599999905,0.8215837479,0.442704469,0.7758497596,0.4749720097,0.4908934832,0.6991823316,6.699999809,6.550000191,6.849999905,2,8.300000191,8.100000381,8.590000153,1,5.400000095,5.119999886,5.71999979,3,8.699999809,8.510000229,8.960000038,1,4.900000095,4.690000057,5.139999866,2,5.900000095,5.630000114,6.260000229,2,6.599999905,6.360000134,6.920000076,1
IN,2017,9,4.300000191,8.100000381,4.5,5.699999809,6.699999809,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.400000095,0.8768438101,0.3884280026,0.5872014761,0.4513403177,0.5001552701,0.6355541348,6.699999809,6.550000191,6.849999905,3,8.300000191,8.100000381,8.590000153,1,5.400000095,5.119999886,5.71999979,3,8.699999809,8.510000229,8.960000038,3,4.900000095,4.690000057,5.139999866,3,5.900000095,5.630000114,6.260000229,2,6.599999905,6.360000134,6.920000076,2
KS,2017,7.800000191,5.400000095,8.800000191,5.599999905,6.699999809,5.800000191,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.800000191,0.7145245075,0.5093456507,0.7443989515,0.5570213795,0.6096976399,0.5392937064,6.699999809,6.550000191,6.849999905,2,8.300000191,8.100000381,8.590000153,3,5.400000095,5.119999886,5.71999979,2,8.699999809,8.510000229,8.960000038,2,4.900000095,4.690000057,5.139999866,1,5.900000095,5.630000114,6.260000229,1,6.599999905,6.360000134,6.920000076,3
KY,2017,8.800000191,4.900000095,9.600000381,4.699999809,5.900000095,6.199999809,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.800000191,0.84705019,0.4608110189,0.9064676762,0.4712789357,0.5196358562,0.5814232826,6.699999809,6.550000191,6.849999905,2,8.300000191,8.100000381,8.590000153,1,5.400000095,5.119999886,5.71999979,3,8.699999809,8.510000229,8.960000038,1,4.900000095,4.690000057,5.139999866,2,5.900000095,5.630000114,6.260000229,2,6.599999905,6.360000134,6.920000076,3
LA,2017,7.5,5,8.399999619,4.099999905,4.800000191,6.900000095,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.099999905,0.6750104427,0.4689127207,0.6441758871,0.4125638902,0.389687866,0.6619338989,6.699999809,6.550000191,6.849999905,3,8.300000191,8.100000381,8.590000153,3,5.400000095,5.119999886,5.71999979,3,8.699999809,8.510000229,8.960000038,3,4.900000095,4.690000057,5.139999866,3,5.900000095,5.630000114,6.260000229,3,6.599999905,6.360000134,6.920000076,2
MA,2017,9.600000381,7.199999809,8.899999619,4.900000095,6.800000191,7.599999905,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,7.5,0.9458115101,0.7001203895,0.7577586174,0.4888309836,0.6277602315,0.7359097004,6.699999809,6.550000191,6.849999905,1,8.300000191,8.100000381,8.590000153,1,5.400000095,5.119999886,5.71999979,1,8.699999809,8.510000229,8.960000038,2,4.900000095,4.690000057,5.139999866,2,5.900000095,5.630000114,6.260000229,1,6.599999905,6.360000134,6.920000076,1
MD,2017,9.300000191,6.300000191,9.699999809,5.599999905,6.5,8,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,7.599999905,0.913553834,0.6050437689,0.9325451851,0.5609257221,0.5920467377,0.7776076198,6.699999809,6.550000191,6.849999905,1,8.300000191,8.100000381,8.590000153,1,5.400000095,5.119999886,5.71999979,1,8.699999809,8.510000229,8.960000038,1,4.900000095,4.690000057,5.139999866,1,5.900000095,5.630000114,6.260000229,1,6.599999905,6.360000134,6.920000076,1
ME,2017,7.800000191,6,8.899999619,5.400000095,6.699999809,6.5,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.900000095,0.7217738032,0.5747036934,0.7622795701,0.5357871652,0.6167718768,0.6127334833,6.699999809,6.550000191,6.849999905,1,8.300000191,8.100000381,8.590000153,3,5.400000095,5.119999886,5.71999979,1,8.699999809,8.510000229,8.960000038,2,4.900000095,4.690000057,5.139999866,1,5.900000095,5.630000114,6.260000229,1,6.599999905,6.360000134,6.920000076,2
MI,2017,9.399999619,4.900000095,9.100000381,4.900000095,5.699999809,5.599999905,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.699999809,0.9185295701,0.4523653388,0.798933804,0.4876344204,0.4937471747,0.514824748,6.699999809,6.550000191,6.849999905,2,8.300000191,8.100000381,8.590000153,1,5.400000095,5.119999886,5.71999979,3,8.699999809,8.510000229,8.960000038,1,4.900000095,4.690000057,5.139999866,2,5.900000095,5.630000114,6.260000229,2,6.599999905,6.360000134,6.920000076,3
MN,2017,8.5,6.5,7.900000095,5.199999809,6.900000095,6.5,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,7,0.8034340143,0.6266117096,0.5498849154,0.521568656,0.6303921342,0.6177296042,6.699999809,6.550000191,6.849999905,1,8.300000191,8.100000381,8.590000153,2,5.400000095,5.119999886,5.71999979,1,8.699999809,8.510000229,8.960000038,3,4.900000095,4.690000057,5.139999866,1,5.900000095,5.630000114,6.260000229,1,6.599999905,6.360000134,6.920000076,2
MO,2017,9.100000381,5,9,5.099999905,6.900000095,6.300000191,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,7,0.8842130303,0.4707154334,0.776722312,0.5122668147,0.6378035545,0.5963585973,6.699999809,6.550000191,6.849999905,1,8.300000191,8.100000381,8.590000153,1,5.400000095,5.119999886,5.71999979,3,8.699999809,8.510000229,8.960000038,1,4.900000095,4.690000057,5.139999866,2,5.900000095,5.630000114,6.260000229,1,6.599999905,6.360000134,6.920000076,3
MS,2017,7.599999905,5.5,9,5.099999905,5.699999809,6,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.5,0.6882273555,0.5172535777,0.7731007338,0.5074408054,0.489679873,0.5657238364,6.699999809,6.550000191,6.849999905,3,8.300000191,8.100000381,8.590000153,3,5.400000095,5.119999886,5.71999979,2,8.699999809,8.510000229,8.960000038,1,4.900000095,4.690000057,5.139999866,2,5.900000095,5.630000114,6.260000229,2,6.599999905,6.360000134,6.920000076,3
MT,2017,8.5,5.5,8.399999619,4,6,6,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.5,0.8022348881,0.5257979631,0.6471458077,0.403666079,0.5284224153,0.56690979,6.699999809,6.550000191,6.849999905,3,8.300000191,8.100000381,8.590000153,2,5.400000095,5.119999886,5.71999979,2,8.699999809,8.510000229,8.960000038,3,4.900000095,4.690000057,5.139999866,3,5.900000095,5.630000114,6.260000229,2,6.599999905,6.360000134,6.920000076,3
NC,2017,8,5.300000191,9.600000381,4.699999809,6.400000095,7.199999809,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.900000095,0.7358720303,0.4995883107,0.923527956,0.4747653008,0.5804334879,0.697017014,6.699999809,6.550000191,6.849999905,1,8.300000191,8.100000381,8.590000153,3,5.400000095,5.119999886,5.71999979,2,8.699999809,8.510000229,8.960000038,1,4.900000095,4.690000057,5.139999866,2,5.900000095,5.630000114,6.260000229,1,6.599999905,6.360000134,6.920000076,1
ND,2017,8.5,6.5,8.699999809,4.800000191,5.599999905,5.900000095,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.800000191,0.8102174997,0.6281371117,0.7121704817,0.4766800404,0.4867932796,0.5564935207,6.699999809,6.550000191,6.849999905,2,8.300000191,8.100000381,8.590000153,2,5.400000095,5.119999886,5.71999979,1,8.699999809,8.510000229,8.960000038,2,4.900000095,4.690000057,5.139999866,2,5.900000095,5.630000114,6.260000229,3,6.599999905,6.360000134,6.920000076,3
NE,2017,8.800000191,5.800000191,9.100000381,4.699999809,6.900000095,6.599999905,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,7,0.8470036983,0.554919064,0.8116924763,0.4683684707,0.639870882,0.6322826147,6.699999809,6.550000191,6.849999905,1,8.300000191,8.100000381,8.590000153,1,5.400000095,5.119999886,5.71999979,1,8.699999809,8.510000229,8.960000038,1,4.900000095,4.690000057,5.139999866,2,5.900000095,5.630000114,6.260000229,1,6.599999905,6.360000134,6.920000076,2
NH,2017,8.5,4.900000095,8.800000191,6,6.400000095,7.300000191,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,7,0.8028770089,0.4564665854,0.7459262609,0.6019505858,0.5802299976,0.703276217,6.699999809,6.550000191,6.849999905,1,8.300000191,8.100000381,8.590000153,2,5.400000095,5.119999886,5.71999979,3,8.699999809,8.510000229,8.960000038,2,4.900000095,4.690000057,5.139999866,1,5.900000095,5.630000114,6.260000229,1,6.599999905,6.360000134,6.920000076,1
NJ,2017,7.699999809,5.599999905,8.199999809,5.400000095,5.800000191,6.800000191,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.599999905,0.7064621449,0.533809185,0.6083428264,0.5364836454,0.5085762143,0.6446511745,6.699999809,6.550000191,6.849999905,2,8.300000191,8.100000381,8.590000153,3,5.400000095,5.119999886,5.71999979,2,8.699999809,8.510000229,8.960000038,3,4.900000095,4.690000057,5.139999866,1,5.900000095,5.630000114,6.260000229,2,6.599999905,6.360000134,6.920000076,2
NM,2017,8.699999809,4.099999905,8.800000191,4.199999809,5.099999905,6.300000191,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.199999809,0.8375588655,0.372464627,0.7410200834,0.4196061492,0.4302071929,0.5907030106,6.699999809,6.550000191,6.849999905,3,8.300000191,8.100000381,8.590000153,1,5.400000095,5.119999886,5.71999979,3,8.699999809,8.510000229,8.960000038,2,4.900000095,4.690000057,5.139999866,3,5.900000095,5.630000114,6.260000229,3,6.599999905,6.360000134,6.920000076,3
NV,2017,8.5,4.5,8,3.400000095,4,6.699999809,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,5.800000191,0.8052295446,0.4185242653,0.5727722049,0.3352617919,0.2916215956,0.6424068809,6.699999809,6.550000191,6.849999905,3,8.300000191,8.100000381,8.590000153,2,5.400000095,5.119999886,5.71999979,3,8.699999809,8.510000229,8.960000038,3,4.900000095,4.690000057,5.139999866,3,5.900000095,5.630000114,6.260000229,3,6.599999905,6.360000134,6.920000076,2
NY,2017,9.100000381,5.900000095,8.399999619,5.099999905,6.099999905,7.400000095,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,7,0.8779164553,0.5602918863,0.6497199535,0.50959903,0.5419174433,0.7107812762,6.699999809,6.550000191,6.849999905,1,8.300000191,8.100000381,8.590000153,1,5.400000095,5.119999886,5.71999979,1,8.699999809,8.510000229,8.960000038,3,4.900000095,4.690000057,5.139999866,2,5.900000095,5.630000114,6.260000229,2,6.599999905,6.360000134,6.920000076,1
OH,2017,6.699999809,5.199999809,8.5,4.599999905,6.099999905,5.800000191,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.199999809,0.576951921,0.4937442541,0.6681401134,0.4567306042,0.5392687321,0.5393310189,6.699999809,6.550000191,6.849999905,3,8.300000191,8.100000381,8.590000153,3,5.400000095,5.119999886,5.71999979,2,8.699999809,8.510000229,8.960000038,3,4.900000095,4.690000057,5.139999866,3,5.900000095,5.630000114,6.260000229,2,6.599999905,6.360000134,6.920000076,3
OK,2017,7.5,5.5,7.599999905,4.900000095,6,5.900000095,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.300000191,0.6754737496,0.516787231,0.483517766,0.4906618595,0.5280314684,0.5487945676,6.699999809,6.550000191,6.849999905,3,8.300000191,8.100000381,8.590000153,3,5.400000095,5.119999886,5.71999979,2,8.699999809,8.510000229,8.960000038,3,4.900000095,4.690000057,5.139999866,2,5.900000095,5.630000114,6.260000229,2,6.599999905,6.360000134,6.920000076,3
OR,2017,8.399999619,6,7.900000095,4.699999809,5.900000095,7.699999809,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.699999809,0.7986223698,0.578012228,0.5327358246,0.4703595638,0.5228623152,0.744453907,6.699999809,6.550000191,6.849999905,2,8.300000191,8.100000381,8.590000153,2,5.400000095,5.119999886,5.71999979,1,8.699999809,8.510000229,8.960000038,3,4.900000095,4.690000057,5.139999866,2,5.900000095,5.630000114,6.260000229,2,6.599999905,6.360000134,6.920000076,1
PA,2017,8.300000191,5.099999905,9,5.400000095,6.599999905,6.599999905,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.900000095,0.7825194597,0.4803185463,0.7777405977,0.5435215235,0.6020736694,0.631659627,6.699999809,6.550000191,6.849999905,1,8.300000191,8.100000381,8.590000153,2,5.400000095,5.119999886,5.71999979,3,8.699999809,8.510000229,8.960000038,1,4.900000095,4.690000057,5.139999866,1,5.900000095,5.630000114,6.260000229,1,6.599999905,6.360000134,6.920000076,2
RI,2017,7,6.800000191,9,5.800000191,7.300000191,6.099999905,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,7.099999905,0.6147876978,0.6599982977,0.7861726284,0.5771962404,0.6874297857,0.5754860044,6.699999809,6.550000191,6.849999905,1,8.300000191,8.100000381,8.590000153,3,5.400000095,5.119999886,5.71999979,1,8.699999809,8.510000229,8.960000038,1,4.900000095,4.690000057,5.139999866,1,5.900000095,5.630000114,6.260000229,1,6.599999905,6.360000134,6.920000076,3
SC,2017,7.800000191,4,9.600000381,5.5,6.400000095,6.900000095,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.699999809,0.7219050527,0.3592618704,0.9132670164,0.5506886244,0.5771067142,0.660610199,6.699999809,6.550000191,6.849999905,2,8.300000191,8.100000381,8.590000153,3,5.400000095,5.119999886,5.71999979,3,8.699999809,8.510000229,8.960000038,1,4.900000095,4.690000057,5.139999866,1,5.900000095,5.630000114,6.260000229,1,6.599999905,6.360000134,6.920000076,2
SD,2017,8.199999809,4.300000191,8.199999809,4.599999905,7.400000095,5.300000191,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.400000095,0.7689526081,0.3923649788,0.5999308825,0.4610998034,0.6970365047,0.4897712469,6.699999809,6.550000191,6.849999905,3,8.300000191,8.100000381,8.590000153,2,5.400000095,5.119999886,5.71999979,3,8.699999809,8.510000229,8.960000038,3,4.900000095,4.690000057,5.139999866,3,5.900000095,5.630000114,6.260000229,1,6.599999905,6.360000134,6.920000076,3
TN,2017,8.800000191,5,9.300000191,4.199999809,5.800000191,6.400000095,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.599999905,0.838401258,0.4653507471,0.8532230854,0.4212397635,0.5118430853,0.6090652347,6.699999809,6.550000191,6.849999905,2,8.300000191,8.100000381,8.590000153,1,5.400000095,5.119999886,5.71999979,3,8.699999809,8.510000229,8.960000038,1,4.900000095,4.690000057,5.139999866,3,5.900000095,5.630000114,6.260000229,2,6.599999905,6.360000134,6.920000076,2
TX,2017,8.399999619,5.099999905,8.699999809,4.699999809,5.699999809,7.400000095,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.599999905,0.7957909107,0.4782279432,0.7266236544,0.4703288078,0.4967859387,0.7174645662,6.699999809,6.550000191,6.849999905,2,8.300000191,8.100000381,8.590000153,2,5.400000095,5.119999886,5.71999979,3,8.699999809,8.510000229,8.960000038,2,4.900000095,4.690000057,5.139999866,2,5.900000095,5.630000114,6.260000229,2,6.599999905,6.360000134,6.920000076,1
UT,2017,8.300000191,6.099999905,9.699999809,5.300000191,5.099999905,6.400000095,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.900000095,0.7793604136,0.5885573626,0.9377650023,0.5341263413,0.4199828506,0.6078557968,6.699999809,6.550000191,6.849999905,1,8.300000191,8.100000381,8.590000153,2,5.400000095,5.119999886,5.71999979,1,8.699999809,8.510000229,8.960000038,1,4.900000095,4.690000057,5.139999866,1,5.900000095,5.630000114,6.260000229,3,6.599999905,6.360000134,6.920000076,2
VA,2017,9.600000381,5.800000191,9.699999809,5.900000095,5.5,7.800000191,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,7.400000095,0.950545311,0.5522673726,0.9386479855,0.5947777629,0.4720356166,0.7629445195,6.699999809,6.550000191,6.849999905,1,8.300000191,8.100000381,8.590000153,1,5.400000095,5.119999886,5.71999979,1,8.699999809,8.510000229,8.960000038,1,4.900000095,4.690000057,5.139999866,1,5.900000095,5.630000114,6.260000229,3,6.599999905,6.360000134,6.920000076,1
VT,2017,9.399999619,6.599999905,8.800000191,5.699999809,5.599999905,7.099999905,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,7.300000191,0.9221254587,0.6432192326,0.7392807603,0.5733819604,0.4796643853,0.6818554401,6.699999809,6.550000191,6.849999905,1,8.300000191,8.100000381,8.590000153,1,5.400000095,5.119999886,5.71999979,1,8.699999809,8.510000229,8.960000038,2,4.900000095,4.690000057,5.139999866,1,5.900000095,5.630000114,6.260000229,3,6.599999905,6.360000134,6.920000076,1
WA,2017,8.399999619,5.599999905,8.399999619,4,5.5,7.699999809,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.5,0.7956115007,0.5367921591,0.6471193433,0.3968040943,0.465880692,0.7517746091,6.699999809,6.550000191,6.849999905,3,8.300000191,8.100000381,8.590000153,2,5.400000095,5.119999886,5.71999979,2,8.699999809,8.510000229,8.960000038,3,4.900000095,4.690000057,5.139999866,3,5.900000095,5.630000114,6.260000229,3,6.599999905,6.360000134,6.920000076,1
WI,2017,8.899999619,5.199999809,9,5.199999809,6.699999809,7.5,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,7.099999905,0.8518441916,0.4912313223,0.7796778679,0.5218467712,0.6149266958,0.7233105302,6.699999809,6.550000191,6.849999905,1,8.300000191,8.100000381,8.590000153,1,5.400000095,5.119999886,5.71999979,2,8.699999809,8.510000229,8.960000038,1,4.900000095,4.690000057,5.139999866,1,5.900000095,5.630000114,6.260000229,1,6.599999905,6.360000134,6.920000076,1
WV,2017,7.099999905,5,7.599999905,5,7.199999809,5.199999809,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.300000191,0.6195400953,0.4689238667,0.4797419906,0.5044511557,0.6698327661,0.4797209501,6.699999809,6.550000191,6.849999905,3,8.300000191,8.100000381,8.590000153,3,5.400000095,5.119999886,5.71999979,3,8.699999809,8.510000229,8.960000038,3,4.900000095,4.690000057,5.139999866,2,5.900000095,5.630000114,6.260000229,1,6.599999905,6.360000134,6.920000076,3
WY,2017,7.699999809,4.400000095,7.800000191,4.800000191,5,5.199999809,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,5.900000095,0.7041774392,0.4006937742,0.5180095434,0.4826917946,0.4074119329,0.4743175209,6.699999809,6.550000191,6.849999905,3,8.300000191,8.100000381,8.590000153,3,5.400000095,5.119999886,5.71999979,3,8.699999809,8.510000229,8.960000038,3,4.900000095,4.690000057,5.139999866,2,5.900000095,5.630000114,6.260000229,3,6.599999905,6.360000134,6.920000076,3
AK,2018,8.899999619,4.400000095,7.800000191,3.599999905,3.5,6.199999809,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,5.800000191,0.8533142209,0.4092456102,0.5192813277,0.3577064276,0.2312800288,0.5853453279,6.699999809,6.539999962,6.840000153,3,8.300000191,8.029999733,8.550000191,1,5.400000095,5.119999886,5.71999979,3,8.899999619,8.649999619,9.06000042,3,4.900000095,4.639999866,5.170000076,3,5.800000191,5.440000057,6.070000172,3,6.800000191,6.519999981,7.059999943,3
AL,2018,8.199999809,5.099999905,8.5,5.099999905,5.400000095,6.699999809,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.5,0.7713118792,0.4735207558,0.6796295643,0.510558188,0.4625738859,0.6442649961,6.699999809,6.539999962,6.840000153,3,8.300000191,8.029999733,8.550000191,2,5.400000095,5.119999886,5.71999979,3,8.899999619,8.649999619,9.06000042,3,4.900000095,4.639999866,5.170000076,2,5.800000191,5.440000057,6.070000172,3,6.800000191,6.519999981,7.059999943,2
